Bin,Density,Frequency,Min,Max,Fit,sub Dist,Density^2,Fit^2,Normed Fit,Normed Fit^2,Variables,NORM =/=1,Assumed Norm =1,Percent Diff,,,,,Remove Outliers,Bin,Density,Frequency,Min,Max,Fit,sum Dist,Variables,NORM =/=1,Assumed Norm =1,Percent Diff same data,Percent Diff Norm=/=1,Percent Diff Norm=1
-15.82530466,0,0,-15.84084233,-15.80976699,0.001754463,3.08E-06,0,3.08E-06,0.001559709,2.43E-06,,,,,,,,,,-6.191949428,0.01290291,1,-6.207487098,-6.176411758,0.010608348,5.27E-06,,,,,,
-15.79422932,0,0,-15.80976699,-15.77869165,0.00176123,3.10E-06,0,3.10E-06,0.001565732,2.45E-06,,,,,,,,,,-6.160874088,0.02580582,2,-6.176411758,-6.145336419,0.010707486,0.00022796,,,,,,
-15.76315398,0,0,-15.77869165,-15.74761631,0.001768037,3.13E-06,0,3.13E-06,0.001571789,2.47E-06,,,,,,,,,,-6.129798749,0,0,-6.145336419,-6.114261079,0.010807998,0.000116813,,,,,,
-15.73207864,0,0,-15.74761631,-15.71654097,0.001774883,3.15E-06,0,3.15E-06,0.001577881,2.49E-06,,,,,,,,,,-6.09872341,0.02580582,2,-6.114261079,-6.08318574,0.010909911,0.000221888,,,,,,
-15.7010033,0,0,-15.71654097,-15.68546563,0.001781769,3.17E-06,0,3.17E-06,0.001584009,2.51E-06,,,,,,,,,,-6.06764807,0,0,-6.08318574,-6.0521104,0.01101325,0.000121292,,,,,,
-15.66992796,0,0,-15.68546563,-15.65439029,0.001788695,3.20E-06,0,3.20E-06,0.001590173,2.53E-06,,,,,,,,,,-6.036572731,0.01290291,1,-6.0521104,-6.021035061,0.011118041,3.19E-06,,,,,,
-15.63885262,0,0,-15.65439029,-15.62331495,0.001795661,3.22E-06,0,3.22E-06,0.001596372,2.55E-06,,,,,,,,,,-6.005497391,0,0,-6.021035061,-5.989959721,0.011224312,0.000125985,,,,,,
-15.60777728,0,0,-15.62331495,-15.59223961,0.001802668,3.25E-06,0,3.25E-06,0.001602608,2.57E-06,,,,,,,,,,-5.974422052,0.03870873,3,-5.989959721,-5.958884382,0.011332089,0.000749481,,,,,,
-15.57670194,0,0,-15.59223961,-15.56116427,0.001809716,3.28E-06,0,3.28E-06,0.00160888,2.59E-06,,,,,,,,,,-5.943346712,0,0,-5.958884382,-5.927809042,0.0114414,0.000130906,,,,,,
-15.5456266,0,0,-15.56116427,-15.53008893,0.001816806,3.30E-06,0,3.30E-06,0.001615189,2.61E-06,,,,,,,,,,-5.912271373,0.01290291,1,-5.927809042,-5.896733703,0.011552275,1.82E-06,,,,,,
-15.51455126,0,0,-15.53008893,-15.49901359,0.001823937,3.33E-06,0,3.33E-06,0.001621535,2.63E-06,,,,,,,,,,-5.881196033,0.01290291,1,-5.896733703,-5.865658364,0.011664743,1.53E-06,,,,,,
-15.48347592,0,0,-15.49901359,-15.46793826,0.001831109,3.35E-06,0,3.35E-06,0.001627919,2.65E-06,,,,,,,,,,-5.850120694,0.01290291,1,-5.865658364,-5.834583024,0.011778835,1.26E-06,,,,,,
-15.45240059,0,0,-15.46793826,-15.43686292,0.001838325,3.38E-06,0,3.38E-06,0.00163434,2.67E-06,,,,,,,,,,-5.819045354,0.05161164,4,-5.834583024,-5.803507685,0.01189458,0.001577445,,,,,,
-15.42132525,0,0,-15.43686292,-15.40578758,0.001845582,3.41E-06,0,3.41E-06,0.001640799,2.69E-06,,,,,,,,,,-5.787970015,0.01290291,1,-5.803507685,-5.772432345,0.012012011,7.94E-07,,,,,,
-15.39024991,0,0,-15.40578758,-15.37471224,0.001852883,3.43E-06,0,3.43E-06,0.001647297,2.71E-06,,,,,,,,,,-5.756894675,0.02580582,2,-5.772432345,-5.741357006,0.012131159,0.000186996,,,,,,
-15.35917457,0,0,-15.37471224,-15.3436369,0.001860227,3.46E-06,0,3.46E-06,0.001653833,2.74E-06,,,,,,,,,,-5.725819336,0.02580582,2,-5.741357006,-5.710281666,0.012252059,0.000183704,,,,,,
-15.32809923,0,0,-15.3436369,-15.31256156,0.001867615,3.49E-06,0,3.49E-06,0.001660408,2.76E-06,,,,,,,,,,-5.694743997,0,0,-5.710281666,-5.679206327,0.012374743,0.000153134,,,,,,
-15.29702389,0,0,-15.31256156,-15.28148622,0.001875046,3.52E-06,0,3.52E-06,0.001667022,2.78E-06,,,,,,,,,,-5.663668657,0,0,-5.679206327,-5.648130987,0.012499246,0.000156231,,,,,,
-15.26594855,0,0,-15.28148622,-15.25041088,0.001882522,3.54E-06,0,3.54E-06,0.001673676,2.80E-06,,,,,,,,,,-5.632593318,0,0,-5.648130987,-5.617055648,0.012625604,0.000159406,,,,,,
-15.23487321,0,0,-15.25041088,-15.21933554,0.001890043,3.57E-06,0,3.57E-06,0.00168037,2.82E-06,,,,,,,,,,-5.601517978,0.01290291,1,-5.617055648,-5.585980308,0.012753854,2.22E-08,,,,,,
-15.20379787,0,0,-15.21933554,-15.1882602,0.001897609,3.60E-06,0,3.60E-06,0.001687103,2.85E-06,,,,,,,,,,-5.570442639,0.02580582,2,-5.585980308,-5.554904969,0.012884031,0.000166973,,,,,,
-15.17272253,0,0,-15.1882602,-15.15718486,0.00190522,3.63E-06,0,3.63E-06,0.001693877,2.87E-06,,,,,,,,,,-5.539367299,0.01290291,1,-5.554904969,-5.52382963,0.013016175,1.28E-08,,,,,,
-15.14164719,0,0,-15.15718486,-15.12610952,0.001912877,3.66E-06,0,3.66E-06,0.001700692,2.89E-06,,,,,,,,,,-5.50829196,0.02580582,2,-5.52382963,-5.49275429,0.013150325,0.000160162,,,,,,
-15.11057185,0,0,-15.12610952,-15.09503418,0.00192058,3.69E-06,0,3.69E-06,0.001707548,2.92E-06,,,,,,,,,,-5.47721662,0,0,-5.49275429,-5.461678951,0.01328652,0.000176532,,,,,,
-15.07949651,0,0,-15.09503418,-15.06395884,0.00192833,3.72E-06,0,3.72E-06,0.001714446,2.94E-06,,,,,,,,,,-5.446141281,0.01290291,1,-5.461678951,-5.430603611,0.013424801,2.72E-07,,,,,,
-15.04842117,0,0,-15.06395884,-15.0328835,0.001936126,3.75E-06,0,3.75E-06,0.001721385,2.96E-06,,,,,,,,,,-5.415065941,0.01290291,1,-5.430603611,-5.399528272,0.013565211,4.39E-07,,,,,,
-15.01734583,0,0,-15.0328835,-15.00180816,0.00194397,3.78E-06,0,3.78E-06,0.001728367,2.99E-06,,,,,,,,,,-5.383990602,0,0,-5.399528272,-5.368452932,0.013707792,0.000187904,,,,,,
-14.98627049,0,0,-15.00180816,-14.97073282,0.001951861,3.81E-06,0,3.81E-06,0.00173539,3.01E-06,,,,,,,,,,-5.352915263,0.05161164,4,-5.368452932,-5.337377593,0.013852589,0.001425746,,,,,,
-14.95519515,0,0,-14.97073282,-14.93965748,0.0019598,3.84E-06,0,3.84E-06,0.001742457,3.04E-06,,,,,,,,,,-5.321839923,0.01290291,1,-5.337377593,-5.306302253,0.013999646,1.20E-06,,,,,,
-14.92411981,0,0,-14.93965748,-14.90858215,0.001967788,3.87E-06,0,3.87E-06,0.001749567,3.06E-06,,,,,,,,,,-5.290764584,0.01290291,1,-5.306302253,-5.275226914,0.01414901,1.55E-06,,,,,,
-14.89304448,0,0,-14.90858215,-14.87750681,0.001975824,3.90E-06,0,3.90E-06,0.00175672,3.09E-06,,,,,,,,,,-5.259689244,0.02580582,2,-5.275226914,-5.244151574,0.014300728,0.000132367,,,,,,
-14.86196914,0,0,-14.87750681,-14.84643147,0.00198391,3.94E-06,0,3.94E-06,0.001763917,3.11E-06,,,,,,,,,,-5.228613905,0.01290291,1,-5.244151574,-5.213076235,0.01445485,2.41E-06,,,,,,
-14.8308938,0,0,-14.84643147,-14.81535613,0.001992046,3.97E-06,0,3.97E-06,0.001771159,3.14E-06,,,,,,,,,,-5.197538565,0.03870873,3,-5.213076235,-5.182000896,0.014611424,0.00058068,,,,,,
-14.79981846,0,0,-14.81535613,-14.78428079,0.002000231,4.00E-06,0,4.00E-06,0.001778445,3.16E-06,,,,,,,,,,-5.166463226,0.01290291,1,-5.182000896,-5.150925556,0.014770502,3.49E-06,,,,,,
-14.76874312,0,0,-14.78428079,-14.75320545,0.002008467,4.03E-06,0,4.03E-06,0.001785776,3.19E-06,,,,,,,,,,-5.135387886,0.01290291,1,-5.150925556,-5.119850217,0.014932137,4.12E-06,,,,,,
-14.73766778,0,0,-14.75320545,-14.72213011,0.002016753,4.07E-06,0,4.07E-06,0.001793152,3.22E-06,,,,,,,,,,-5.104312547,0.01290291,1,-5.119850217,-5.088774877,0.015096382,4.81E-06,,,,,,
-14.70659244,0.01290291,1,-14.72213011,-14.69105477,0.002025091,0.000118327,0.000166485,4.10E-06,0.001800574,3.24E-06,,,,,,,,,,-5.073237207,0,0,-5.088774877,-5.057699538,0.015263293,0.000232968,,,,,,
-14.6755171,0,0,-14.69105477,-14.65997943,0.002033481,4.14E-06,0,4.14E-06,0.001808042,3.27E-06,,,,,,,,,,-5.042161868,0,0,-5.057699538,-5.026624198,0.015432926,0.000238175,,,,,,
-14.64444176,0,0,-14.65997943,-14.62890409,0.002041922,4.17E-06,0,4.17E-06,0.001815556,3.30E-06,,,,,,,,,,-5.011086529,0.02580582,2,-5.026624198,-4.995548859,0.015605339,0.00010405,,,,,,
-14.61336642,0,0,-14.62890409,-14.59782875,0.002050416,4.20E-06,0,4.20E-06,0.001823117,3.32E-06,,,,,,,,,,-4.980011189,0,0,-4.995548859,-4.964473519,0.015780592,0.000249027,,,,,,
-14.58229108,0,0,-14.59782875,-14.56675341,0.002058963,4.24E-06,0,4.24E-06,0.001830726,3.35E-06,,,,,,,,,,-4.94893585,0.06451455,5,-4.964473519,-4.93339818,0.015958746,0.002357666,,,,,,
-14.55121574,0.01290291,1,-14.56675341,-14.53567807,0.002067564,0.000117405,0.000166485,4.27E-06,0.001838382,3.38E-06,,,,,,,,,,-4.91786051,0.02580582,2,-4.93339818,-4.90232284,0.016139864,9.34E-05,,,,,,
-14.5201404,0,0,-14.53567807,-14.50460273,0.002076218,4.31E-06,0,4.31E-06,0.001846086,3.41E-06,,,,,,,,,,-4.886785171,0,0,-4.90232284,-4.871247501,0.01632401,0.000266473,,,,,,
-14.48906506,0,0,-14.50460273,-14.47352739,0.002084927,4.35E-06,0,4.35E-06,0.001853838,3.44E-06,,,,,,,,,,-4.855709831,0.03870873,3,-4.871247501,-4.840172162,0.016511251,0.000492728,,,,,,
-14.45798972,0,0,-14.47352739,-14.44245205,0.00209369,4.38E-06,0,4.38E-06,0.00186164,3.47E-06,,,,,,,,,,-4.824634492,0.03870873,3,-4.840172162,-4.809096822,0.016701654,0.000484311,,,,,,
-14.42691438,0,0,-14.44245205,-14.41137671,0.002102509,4.42E-06,0,4.42E-06,0.00186949,3.49E-06,,,,,,,,,,-4.793559152,0.01290291,1,-4.809096822,-4.778021483,0.016895289,1.59E-05,,,,,,
-14.39583904,0,0,-14.41137671,-14.38030137,0.002111383,4.46E-06,0,4.46E-06,0.00187739,3.52E-06,,,,,,,,,,-4.762483813,0.02580582,2,-4.778021483,-4.746946143,0.017092228,7.59E-05,,,,,,
-14.3647637,0,0,-14.38030137,-14.34922603,0.002120314,4.50E-06,0,4.50E-06,0.001885341,3.55E-06,,,,,,,,,,-4.731408473,0.01290291,1,-4.746946143,-4.715870804,0.017292544,1.93E-05,,,,,,
-14.33368837,0,0,-14.34922603,-14.3181507,0.002129301,4.53E-06,0,4.53E-06,0.001893341,3.58E-06,,,,,,,,,,-4.700333134,0.03870873,3,-4.715870804,-4.684795464,0.017496314,0.000449967,,,,,,
-14.30261303,0,0,-14.3181507,-14.28707536,0.002138345,4.57E-06,0,4.57E-06,0.001901393,3.62E-06,,,,,,,,,,-4.669257795,0.01290291,1,-4.684795464,-4.653720125,0.017703614,2.30E-05,,,,,,
-14.27153769,0,0,-14.28707536,-14.25600002,0.002147447,4.61E-06,0,4.61E-06,0.001909496,3.65E-06,,,,,,,,,,-4.638182455,0.02580582,2,-4.653720125,-4.622644785,0.017914524,6.23E-05,,,,,,
-14.24046235,0,0,-14.25600002,-14.22492468,0.002156607,4.65E-06,0,4.65E-06,0.001917651,3.68E-06,,,,,,,,,,-4.607107116,0.02580582,2,-4.622644785,-4.591569446,0.018129126,5.89E-05,,,,,,
-14.20938701,0,0,-14.22492468,-14.19384934,0.002165825,4.69E-06,0,4.69E-06,0.001925858,3.71E-06,,,,,,,,,,-4.576031776,0.01290291,1,-4.591569446,-4.560494106,0.018347505,2.96E-05,,,,,,
-14.17831167,0,0,-14.19384934,-14.162774,0.002175102,4.73E-06,0,4.73E-06,0.001934117,3.74E-06,,,,,,,,,,-4.544956437,0,0,-4.560494106,-4.529418767,0.018569746,0.000344835,,,,,,
-14.14723633,0,0,-14.162774,-14.13169866,0.002184439,4.77E-06,0,4.77E-06,0.00194243,3.77E-06,,,,,,,,,,-4.513881097,0,0,-4.529418767,-4.498343428,0.01879594,0.000353287,,,,,,
-14.11616099,0,0,-14.13169866,-14.10062332,0.002193836,4.81E-06,0,4.81E-06,0.001950796,3.81E-06,,,,,,,,,,-4.482805758,0.03870873,3,-4.498343428,-4.467268088,0.019026177,0.000387403,,,,,,
-14.08508565,0,0,-14.10062332,-14.06954798,0.002203294,4.85E-06,0,4.85E-06,0.001959216,3.84E-06,,,,,,,,,,-4.451730418,0,0,-4.467268088,-4.436192749,0.019260551,0.000370969,,,,,,
-14.05401031,0.01290291,1,-14.06954798,-14.03847264,0.002212813,0.000114278,0.000166485,4.90E-06,0.001967691,3.87E-06,,,,,,,,,,-4.420655079,0.01290291,1,-4.436192749,-4.405117409,0.01949916,4.35E-05,,,,,,
-14.02293497,0,0,-14.03847264,-14.0073973,0.002222393,4.94E-06,0,4.94E-06,0.001976221,3.91E-06,,,,,,,,,,-4.389579739,0.01290291,1,-4.405117409,-4.37404207,0.019742102,4.68E-05,,,,,,
-13.99185963,0,0,-14.0073973,-13.97632196,0.002232036,4.98E-06,0,4.98E-06,0.001984806,3.94E-06,,,,,,,,,,-4.3585044,0.03870873,3,-4.37404207,-4.34296673,0.019989479,0.00035041,,,,,,
-13.96078429,0,0,-13.97632196,-13.94524662,0.002241741,5.03E-06,0,5.03E-06,0.001993447,3.97E-06,,,,,,,,,,-4.327429061,0.01290291,1,-4.34296673,-4.311891391,0.020241397,5.39E-05,,,,,,
-13.92970895,0,0,-13.94524662,-13.91417128,0.002251509,5.07E-06,0,5.07E-06,0.002002145,4.01E-06,,,,,,,,,,-4.296353721,0.02580582,2,-4.311891391,-4.280816051,0.020497965,2.82E-05,,,,,,
-13.89863361,0,0,-13.91417128,-13.88309594,0.002261342,5.11E-06,0,5.11E-06,0.002010899,4.04E-06,,,,,,,,,,-4.265278382,0.02580582,2,-4.280816051,-4.249740712,0.020759292,2.55E-05,,,,,,
-13.86755827,0,0,-13.88309594,-13.8520206,0.002271238,5.16E-06,0,5.16E-06,0.002019711,4.08E-06,,,,,,,,,,-4.234203042,0.03870873,3,-4.249740712,-4.218665372,0.021025494,0.000312697,,,,,,
-13.83648293,0,0,-13.8520206,-13.82094526,0.0022812,5.20E-06,0,5.20E-06,0.002028581,4.12E-06,,,,,,,,,,-4.203127703,0.03870873,3,-4.218665372,-4.187590033,0.021296689,0.000303179,,,,,,
-13.80540759,0,0,-13.82094526,-13.78986992,0.002291227,5.25E-06,0,5.25E-06,0.002037509,4.15E-06,,,,,,,,,,-4.172052363,0.02580582,2,-4.187590033,-4.156514694,0.021572998,1.79E-05,,,,,,
-13.77433225,0,0,-13.78986992,-13.75879459,0.00230132,5.30E-06,0,5.30E-06,0.002046496,4.19E-06,,,,,,,,,,-4.140977024,0.03870873,3,-4.156514694,-4.125439354,0.021854545,0.000284064,,,,,,
-13.74325692,0,0,-13.75879459,-13.72771925,0.00231148,5.34E-06,0,5.34E-06,0.002055542,4.23E-06,,,,,,,,,,-4.109901684,0.01290291,1,-4.125439354,-4.094364015,0.02214146,8.54E-05,,,,,,
-13.71218158,0,0,-13.72771925,-13.69664391,0.002321707,5.39E-06,0,5.39E-06,0.002064648,4.26E-06,,,,,,,,,,-4.078826345,0.02580582,2,-4.094364015,-4.063288675,0.022433874,1.14E-05,,,,,,
-13.68110624,0,0,-13.69664391,-13.66556857,0.002332001,5.44E-06,0,5.44E-06,0.002073815,4.30E-06,,,,,,,,,,-4.047751005,0.02580582,2,-4.063288675,-4.032213336,0.022731924,9.45E-06,,,,,,
-13.6500309,0,0,-13.66556857,-13.63449323,0.002342364,5.49E-06,0,5.49E-06,0.002083043,4.34E-06,,,,,,,,,,-4.016675666,0.06451455,5,-4.032213336,-4.001137996,0.02303575,0.001720491,,,,,,
-13.61895556,0,0,-13.63449323,-13.60341789,0.002352797,5.54E-06,0,5.54E-06,0.002092332,4.38E-06,,,,,,,,,,-3.985600327,0,0,-4.001137996,-3.970062657,0.023345497,0.000545012,,,,,,
-13.58788022,0,0,-13.60341789,-13.57234255,0.002363298,5.59E-06,0,5.59E-06,0.002101684,4.42E-06,,,,,,,,,,-3.954524987,0.01290291,1,-3.970062657,-3.938987317,0.023661312,0.000115743,,,,,,
-13.55680488,0,0,-13.57234255,-13.54126721,0.00237387,5.64E-06,0,5.64E-06,0.002111098,4.46E-06,,,,,,,,,,-3.923449648,0.02580582,2,-3.938987317,-3.907911978,0.023983351,3.32E-06,,,,,,
-13.52572954,0,0,-13.54126721,-13.51019187,0.002384513,5.69E-06,0,5.69E-06,0.002120575,4.50E-06,,,,,,,,,,-3.892374308,0,0,-3.907911978,-3.876836638,0.02431177,0.000591062,,,,,,
-13.4946542,0,0,-13.51019187,-13.47911653,0.002395228,5.74E-06,0,5.74E-06,0.002130117,4.54E-06,,,,,,,,,,-3.861298969,0.02580582,2,-3.876836638,-3.845761299,0.024646733,1.34E-06,,,,,,
-13.46357886,0,0,-13.47911653,-13.44804119,0.002406014,5.79E-06,0,5.79E-06,0.002139722,4.58E-06,,,,,,,,,,-3.830223629,0,0,-3.845761299,-3.81468596,0.024988407,0.00062442,,,,,,
-13.43250352,0,0,-13.44804119,-13.41696585,0.002416874,5.84E-06,0,5.84E-06,0.002149392,4.62E-06,,,,,,,,,,-3.79914829,0.02580582,2,-3.81468596,-3.78361062,0.025336965,2.20E-07,,,,,,
-13.40142818,0,0,-13.41696585,-13.38589051,0.002427806,5.89E-06,0,5.89E-06,0.002159128,4.66E-06,,,,,,,,,,-3.76807295,0.05161164,4,-3.78361062,-3.752535281,0.025692585,0.000671797,,,,,,
-13.37035284,0,0,-13.38589051,-13.35481517,0.002438813,5.95E-06,0,5.95E-06,0.00216893,4.70E-06,,,,,,,,,,-3.736997611,0.05161164,4,-3.752535281,-3.721459941,0.026055451,0.000653119,,,,,,
-13.3392775,0,0,-13.35481517,-13.32373983,0.002449895,6.00E-06,0,6.00E-06,0.002178799,4.75E-06,,,,,,,,,,-3.705922271,0.02580582,2,-3.721459941,-3.690384602,0.026425752,3.84E-07,,,,,,
-13.30820216,0,0,-13.32373983,-13.29266449,0.002461052,6.06E-06,0,6.06E-06,0.002188735,4.79E-06,,,,,,,,,,-3.674846932,0.07741746,6,-3.690384602,-3.659309262,0.026803684,0.002561754,,,,,,
-13.27712682,0,0,-13.29266449,-13.26158915,0.002472285,6.11E-06,0,6.11E-06,0.002198739,4.83E-06,,,,,,,,,,-3.643771593,0.02580582,2,-3.659309262,-3.628233923,0.027189448,1.91E-06,,,,,,
-13.24605148,0,0,-13.26158915,-13.23051381,0.002483595,6.17E-06,0,6.17E-06,0.002208812,4.88E-06,,,,,,,,,,-3.612696253,0.03870873,3,-3.628233923,-3.597158583,0.027583252,0.000123776,,,,,,
-13.21497614,0,0,-13.23051381,-13.19943848,0.002494983,6.22E-06,0,6.22E-06,0.002218954,4.92E-06,,,,,,,,,,-3.581620914,0.03870873,3,-3.597158583,-3.566083244,0.02798531,0.000114992,,,,,,
-13.18390081,0,0,-13.19943848,-13.16836314,0.002506449,6.28E-06,0,6.28E-06,0.002229165,4.97E-06,,,,,,,,,,-3.550545574,0,0,-3.566083244,-3.535007904,0.028395843,0.000806324,,,,,,
-13.15282547,0,0,-13.16836314,-13.1372878,0.002517993,6.34E-06,0,6.34E-06,0.002239447,5.02E-06,,,,,,,,,,-3.519470235,0.03870873,3,-3.535007904,-3.503932565,0.028815079,9.79E-05,,,,,,
-13.12175013,0,0,-13.1372878,-13.10621246,0.002529618,6.40E-06,0,6.40E-06,0.0022498,5.06E-06,,,,,,,,,,-3.488394895,0.03870873,3,-3.503932565,-3.472857226,0.029243253,8.96E-05,,,,,,
-13.09067479,0,0,-13.10621246,-13.07513712,0.002541323,6.46E-06,0,6.46E-06,0.002260225,5.11E-06,,,,,,,,,,-3.457319556,0.02580582,2,-3.472857226,-3.441781886,0.029680608,1.50E-05,,,,,,
-13.05959945,0,0,-13.07513712,-13.04406178,0.002553109,6.52E-06,0,6.52E-06,0.002270722,5.16E-06,,,,,,,,,,-3.426244216,0.03870873,3,-3.441781886,-3.410706547,0.030127395,7.36E-05,,,,,,
-13.02852411,0,0,-13.04406178,-13.01298644,0.002564977,6.58E-06,0,6.58E-06,0.002281292,5.20E-06,,,,,,,,,,-3.395168877,0.06451455,5,-3.410706547,-3.379631207,0.030583871,0.001151291,,,,,,
-12.99744877,0,0,-13.01298644,-12.9819111,0.002576927,6.64E-06,0,6.64E-06,0.002291936,5.25E-06,,,,,,,,,,-3.364093537,0.03870873,3,-3.379631207,-3.348555868,0.031050305,5.87E-05,,,,,,
-12.96637343,0,0,-12.9819111,-12.95083576,0.002588961,6.70E-06,0,6.70E-06,0.002302655,5.30E-06,,,,,,,,,,-3.333018198,0.06451455,5,-3.348555868,-3.317480528,0.031526971,0.00108818,,,,,,
-12.93529809,0,0,-12.95083576,-12.91976042,0.002601079,6.77E-06,0,6.77E-06,0.002313448,5.35E-06,,,,,,,,,,-3.301942859,0.03870873,3,-3.317480528,-3.286405189,0.032014155,4.48E-05,,,,,,
-12.90422275,0,0,-12.91976042,-12.88868508,0.002613282,6.83E-06,0,6.83E-06,0.002324318,5.40E-06,,,,,,,,,,-3.270867519,0.02580582,2,-3.286405189,-3.255329849,0.032512148,4.50E-05,,,,,,
-12.87314741,0,0,-12.88868508,-12.85760974,0.002625571,6.89E-06,0,6.89E-06,0.002335263,5.45E-06,,,,,,,,,,-3.23979218,0.03870873,3,-3.255329849,-3.22425451,0.033021256,3.23E-05,,,,,,
-12.84207207,0,0,-12.85760974,-12.8265344,0.002637947,6.96E-06,0,6.96E-06,0.002346287,5.51E-06,,,,,,,,,,-3.20871684,0.01290291,1,-3.22425451,-3.19317917,0.03354179,0.000425963,,,,,,
-12.81099673,0,0,-12.8265344,-12.79545906,0.00265041,7.02E-06,0,7.02E-06,0.002357388,5.56E-06,,,,,,,,,,-3.177641501,0.06451455,5,-3.19317917,-3.162103831,0.034074075,0.000926623,,,,,,
-12.77992139,0,0,-12.79545906,-12.76438372,0.002662961,7.09E-06,0,7.09E-06,0.002368568,5.61E-06,,,,,,,,,,-3.146566161,0.01290291,1,-3.162103831,-3.131028492,0.034618443,0.000471564,,,,,,
-12.74884605,0,0,-12.76438372,-12.73330838,0.002675601,7.16E-06,0,7.16E-06,0.002379827,5.66E-06,,,,,,,,,,-3.115490822,0.05161164,4,-3.131028492,-3.099953152,0.035175241,0.000270155,,,,,,
-12.71777071,0,0,-12.73330838,-12.70223304,0.002688331,7.23E-06,0,7.23E-06,0.002391167,5.72E-06,,,,,,,,,,-3.084415482,0.02580582,2,-3.099953152,-3.068877813,0.035744824,9.88E-05,,,,,,
-12.68669537,0.01290291,1,-12.70223304,-12.6711577,0.002701152,0.000104076,0.000166485,7.30E-06,0.002402587,5.77E-06,,,,,,,,,,-3.053340143,0.01290291,1,-3.068877813,-3.037802473,0.036327561,0.000548714,,,,,,
-12.65562003,0,0,-12.6711577,-12.64008236,0.002714064,7.37E-06,0,7.37E-06,0.00241409,5.83E-06,,,,,,,,,,-3.022264803,0.02580582,2,-3.037802473,-3.006727134,0.036923831,0.00012361,,,,,,
-12.6245447,0,0,-12.64008236,-12.60900703,0.002727069,7.44E-06,0,7.44E-06,0.002425674,5.88E-06,,,,,,,,,,-2.991189464,0.05161164,4,-3.006727134,-2.975651794,0.037534027,0.000198179,,,,,,
-12.59346936,0,0,-12.60900703,-12.57793169,0.002740167,7.51E-06,0,7.51E-06,0.002437343,5.94E-06,,,,,,,,,,-2.960114125,0.07741746,6,-2.975651794,-2.944576455,0.038158556,0.001541262,,,,,,
-12.56239402,0,0,-12.57793169,-12.54685635,0.002753359,7.58E-06,0,7.58E-06,0.002449095,6.00E-06,,,,,,,,,,-2.929038785,0.05161164,4,-2.944576455,-2.913501115,0.038797835,0.000164194,,,,,,
-12.53131868,0.01290291,1,-12.54685635,-12.51578101,0.002766647,0.000102744,0.000166485,7.65E-06,0.002460932,6.06E-06,,,,,,,,,,-2.897963446,0.01290291,1,-2.913501115,-2.882425776,0.039452299,0.00070487,,,,,,
-12.50024334,0,0,-12.51578101,-12.48470567,0.002780031,7.73E-06,0,7.73E-06,0.002472855,6.12E-06,,,,,,,,,,-2.866888106,0.05161164,4,-2.882425776,-2.851350436,0.040122394,0.000132003,,,,,,
-12.469168,0,0,-12.48470567,-12.45363033,0.002793511,7.80E-06,0,7.80E-06,0.002484864,6.17E-06,,,,,,,,,,-2.835812767,0.03870873,3,-2.851350436,-2.820275097,0.040808584,4.41E-06,,,,,,
-12.43809266,0,0,-12.45363033,-12.42255499,0.00280709,7.88E-06,0,7.88E-06,0.002496961,6.23E-06,,,,,,,,,,-2.804737427,0.01290291,1,-2.820275097,-2.789199758,0.041511345,0.000818443,,,,,,
-12.40701732,0,0,-12.42255499,-12.39147965,0.002820767,7.96E-06,0,7.96E-06,0.002509146,6.30E-06,,,,,,,,,,-2.773662088,0.05161164,4,-2.789199758,-2.758124418,0.042231171,8.80E-05,,,,,,
-12.37594198,0.01290291,1,-12.39147965,-12.36040431,0.002834544,0.000101372,0.000166485,8.03E-06,0.002521421,6.36E-06,,,,,,,,,,-2.742586748,0.05161164,4,-2.758124418,-2.727049079,0.042968572,7.47E-05,,,,,,
-12.34486664,0,0,-12.36040431,-12.32932897,0.002848422,8.11E-06,0,8.11E-06,0.002533785,6.42E-06,,,,,,,,,,-2.711511409,0.05161164,4,-2.727049079,-2.695973739,0.043724074,6.22E-05,,,,,,
-12.3137913,0,0,-12.32932897,-12.29825363,0.002862402,8.19E-06,0,8.19E-06,0.00254624,6.48E-06,,,,,,,,,,-2.680436069,0.05161164,4,-2.695973739,-2.6648984,0.044498223,5.06E-05,,,,,,
-12.28271596,0.01290291,1,-12.29825363,-12.26717829,0.002876485,0.000100529,0.000166485,8.27E-06,0.002558787,6.55E-06,,,,,,,,,,-2.64936073,0.02580582,2,-2.6648984,-2.63382306,0.045291579,0.000379695,,,,,,
-12.25164062,0,0,-12.26717829,-12.23610295,0.002890671,8.36E-06,0,8.36E-06,0.002571426,6.61E-06,,,,,,,,,,-2.618285391,0.07741746,6,-2.63382306,-2.602747721,0.046104723,0.000980488,,,,,,
-12.22056528,0,0,-12.23610295,-12.20502761,0.002904962,8.44E-06,0,8.44E-06,0.00258416,6.68E-06,,,,,,,,,,-2.587210051,0.10322328,8,-2.602747721,-2.571672381,0.046938255,0.003168004,,,,,,
-12.18948994,0,0,-12.20502761,-12.17395227,0.002919359,8.52E-06,0,8.52E-06,0.002596987,6.74E-06,,,,,,,,,,-2.556134712,0.03870873,3,-2.571672381,-2.540597042,0.047792794,8.25E-05,,,,,,
